StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,practice trial 1,practice trial 2,lawyer-male,lawyer-female,lawyer-neutral,doctor-male,doctor-female,doctor-neutral,student-male,student-female_1,student-neutral,model-male,model-female,model-neutral,singer-male,singer-female,singer-neutral,phd-male,phd-female,phd-neutral,baker-male,baker-female,baker-neutral,salesman-male,salesman-female,salesman-neutral,nurse-male,nurse-female,nurse-neutral,wireman-male,wireman-female,wireman-neutral,photographer-male,photographer-female,photographer-neutral,athlete-male,athlete-female,athlete-neutral,filler 1,filler 2,filler 3,filler 4,filler 5,filler 6,filler 7,filler 8,filler 9,filler 10,filler 11,filler 12,filler 13,filler 14,filler 15,filler 16,filler 17,filler 18,filler 19,filler 20,filler 21,filler 22,filler 23,filler 24,性别,语言,学习阶段,年级,年级,询问
2022-07-03 06:04:54,2022-07-03 06:05:10,IP Address,120.245.94.123,4,16,False,2022-07-10 06:05:15,R_UAN2NXTFGZISkIp,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:04:43,2022-07-03 06:05:15,IP Address,120.244.192.242,8,32,False,2022-07-10 06:05:17,R_2EEQBVpFCSTztfT,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:05:16,2022-07-03 06:06:26,IP Address,221.219.188.160,29,70,False,2022-07-10 06:06:28,R_1gGaw3JSNjuQ8R8,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,,,,,,,,,,,,,,,他,,,,,她,,,,,,,,,,,,,,所有,这,,,,,,着,,光,许多,梅花,,也,,北,,,是,,,,,,,
2022-07-03 06:10:06,2022-07-03 06:11:52,IP Address,125.33.227.204,54,106,False,2022-07-10 06:11:57,R_2YGstQeWRCfw9Mk,,,,,,,anonymous,ZH-S,花园,有,他,,,,,他,他,,,,,,,,,,,,,她,,,,,,她,,,,,,,他,,她,,,排队,认同,时间,所有,,,,,,三,,写生,光,,梅花,水果,,,北,,红,是,,,,,,,
2022-07-03 06:12:08,2022-07-03 06:12:16,IP Address,124.64.22.221,3,7,False,2022-07-10 06:12:19,R_2s6kXTJqgloesO1,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:12:50,2022-07-03 06:14:16,IP Address,117.136.0.101,24,86,False,2022-07-10 06:14:18,R_241c2qXNH5uzopn,,,,,,,anonymous,ZH-S,花园,有,,,,他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幸福,,认同,,,,,,,,,,写生,光,,,,也,七,,,,,,,,,,,
2022-07-03 06:14:22,2022-07-03 06:14:56,IP Address,123.117.41.22,8,34,False,2022-07-10 06:15:03,R_3Ibix3jjigzBDQc,,,,,,,anonymous,ZH-S,garden,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:23:22,2022-07-03 06:23:33,IP Address,221.218.170.187,4,10,False,2022-07-10 06:23:37,R_2OJWa1IXChVlzcs,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:08:40,2022-07-03 06:24:01,IP Address,120.245.68.211,83,921,False,2022-07-10 06:24:04,R_Z1WJsLjKw1ECFjj,,,,,,,anonymous,ZH-S,華願,牖,,,荅,,闼,,,他,,,,狧,涾,,,,牠,,闒,,,,遝,,,,,,,獺,襨,,,,遢,,性服,炮队,仭酮,弒鑑,嗍貁,遮,游,镶卫,龘樾,天麒,閐,尼玛,,,血斗,,捝鍋,耶,鏚,鐾,烧撵,銾,逝,爾酮,,,,,,
2022-07-03 06:26:50,2022-07-03 06:27:09,IP Address,120.245.96.100,4,19,False,2022-07-10 06:27:19,R_Byn1XDUIpPaOLsd,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:27:56,2022-07-03 06:28:14,IP Address,223.104.41.183,4,17,False,2022-07-10 06:28:18,R_1FJ8sm2sbNnWQ5z,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:28:55,2022-07-03 06:29:01,IP Address,118.144.11.9,1,5,False,2022-07-10 06:29:04,R_2rrz1vjvMzggPFn,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:28:28,2022-07-03 06:29:12,IP Address,223.104.6.45,18,43,False,2022-07-10 06:29:15,R_1QAtNP3OjlmPEmh,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,,,,,,,,,他,,,,,,,,,,,,,,,,,,,,,,,认同,,所有,,,香味,,,三,,,,,,,,,,,,,,,,,,,
2022-07-03 06:29:29,2022-07-03 06:29:38,IP Address,223.104.41.88,4,9,False,2022-07-10 06:29:39,R_9tyaY8QxogZceyt,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:29:52,2022-07-03 06:30:00,IP Address,123.119.80.36,4,8,False,2022-07-10 06:30:06,R_2rYPEO8pHSkzuyC,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:29:56,2022-07-03 06:30:11,IP Address,221.223.103.4,4,14,False,2022-07-10 06:30:12,R_3q8TQGQWiazh7V2,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:26:05,2022-07-03 06:30:27,IP Address,116.8.54.130,42,262,False,2022-07-10 06:30:34,R_1pKCZksTpZq81i5,,,,,,,anonymous,ZH-S,花园,有,,,他,,,,,,,他,,,,她,,,她,,,,,,,,,,,,,,,,,,,,幸福,,,,,这,,香味,,,三,,写生,,许多,梅花,水果,,七,,,,,儿童,,,,,,
2022-07-03 06:29:39,2022-07-03 06:31:31,IP Address,120.245.68.226,39,112,False,2022-07-10 06:31:33,R_1j8QqlT3E9NFqiq,,,,,,,anonymous,ZH-S,花园,有,,,,,她,,,,,,,,,,,,,,,,,,,,,她,,,,,,她,,,,,,排队,,,所有,,有,,大约,天气,,着,写生,,许多,,,也,七,,,红,似,儿童,,,,,,
2022-07-03 06:36:27,2022-07-03 06:37:14,IP Address,120.244.166.161,15,46,False,2022-07-10 06:37:15,R_qztyV268I1RLE4N,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,香味,,天气,三,,,,,,,,,,,,,,,,,,,
2022-07-03 06:35:18,2022-07-03 06:39:32,IP Address,175.154.117.201,99,254,False,2022-07-10 06:39:39,R_29T5sh5wXeo9GYp,,,,,,,anonymous,ZH-S,花园,有,他,,,他,,,,,他,他,,,他,,,,,他,,她,,,,他,,,她,,她,,,,他,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文英语,高中阶段,,高中一年级,
2022-07-03 06:41:54,2022-07-03 06:42:08,IP Address,183.219.36.102,4,13,False,2022-07-10 06:42:13,R_w7SdkGadbQuydfr,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:41:15,2022-07-03 06:42:22,IP Address,39.148.200.82,10,67,False,2022-07-10 06:42:24,R_3HuKElb5IanLhst,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:40:17,2022-07-03 06:42:27,IP Address,120.84.11.225,39,130,False,2022-07-10 06:42:33,R_5706CWYKUAE8oP7,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,,,,,,,,,,,,,,他,他,,,他,,,,,,,她,,,,,,排队,认同,,,这,,香味,大约,天气,,,,光,,,,,,北,,红,似,,,,,,,
2022-07-03 06:40:28,2022-07-03 06:42:52,IP Address,180.104.230.85,39,143,False,2022-07-10 06:42:55,R_x4TlhwNLXwgSBi1,,,,,,,anonymous,ZH-S,花园,有,,,他,,,,,,,,,,,,,,,他,他,,,,,,,,,他,,,,,,,,,幸福,,,实践,所有,,,,,,,着,写生,光,,梅花,,也,,,,红,是,,,,,,,
2022-07-03 06:41:28,2022-07-03 06:43:53,IP Address,183.210.232.43,51,144,False,2022-07-10 06:43:54,R_1LTAZUN5BZ5uBY7,,,,,,,anonymous,ZH-S,花园,有,,她,,,,,,,,,,他,他,,,,,,,,,,她,,,她,,,她,,,,,,,,,排队,认同,时间,所有,,,,,天气,三,着,写生,,许多,,水果,,七,北,,,,儿童,,,,,,
2022-07-03 06:44:25,2022-07-03 06:45:27,IP Address,221.218.175.236,1,61,False,2022-07-10 06:45:31,R_72RwhAL1Nt48Tzb,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:46:08,2022-07-03 06:46:22,IP Address,123.119.79.65,4,14,False,2022-07-10 06:46:27,R_BVRlMa6ojqxFCM1,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:43:15,2022-07-03 06:46:53,IP Address,117.13.128.111,99,218,False,2022-07-10 06:46:56,R_1dojQeTGV9nPfmP,,,,,,,anonymous,ZH-S,花园,有,他,,,,,他,,,他,他,,,,,他,他,,,他,,,,,他,,她,,他,,,他,,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文英语,高中阶段,,高中三年级,
2022-07-03 06:45:54,2022-07-03 06:48:54,IP Address,112.96.67.66,65,180,False,2022-07-10 06:49:00,R_2wiy0hzyHI87PiZ,,,,,,,anonymous,ZH-S,花园,有,,,,他,,,他,,,,,,,,他,,她,,他,,,,她,,,,,,她,,,,,,,,幸福,排队,认同,时间,所有,这,有,香味,,天气,,着,写生,光,,梅花,,,七,北,少年,红,,儿童,,,,,,
2022-07-03 06:47:41,2022-07-03 06:51:04,IP Address,117.81.104.127,90,203,False,2022-07-10 06:51:06,R_1H0IMxIoFZ9cpTJ,,,,,,,anonymous,ZH-S,花园,有,,她,,他,,,,,他,,她,,,她,,,她,,,她,,他,,,,,她,,,他,,,他,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,,少年,红,是,儿童,,,,,,
2022-07-03 06:53:43,2022-07-03 06:56:06,IP Address,120.230.42.222,29,142,False,2022-07-10 06:56:08,R_1mQQfoR7qqG7icW,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,,,,,,,,,,,她,他,,,,,,,,,,,,,,她,,,,,排队,,,,,,香味,大约,,,,,,许多,,,,七,,,红,,,,,,,,
2022-07-03 06:56:05,2022-07-03 06:56:26,IP Address,101.87.245.174,4,21,False,2022-07-10 06:56:29,R_3rHzi5Xl5yO9Wg7,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 06:53:27,2022-07-03 06:56:47,IP Address,1.202.112.1,89,199,False,2022-07-10 06:56:48,R_8cbkHjHCjwm626l,,,,,,,anonymous,ZH-S,花园,有,,,他,,,他,他,,,,,她,,她,,,,他,,,他,,她,,,她,,,她,,,,他,他,,,幸福,排队,认同,,所有,这,有,香味,大约,天气,,着,写生,光,许多,梅花,水果,也,七,倍,少年,红,是,儿童,,,,,,
2022-07-03 06:59:04,2022-07-03 07:00:10,IP Address,221.222.253.153,28,66,False,2022-07-10 07:00:13,R_1lawetILJR9YtEG,,,,,,,anonymous,ZH-S,花园,有,他,,,,,,,,他,,,,,,,,,,,,,,,,,,,,,,,她,,,,,,,,,所有,这,,,,,,,,,许多,,水果,,,,少年,,,,,,,,,
2022-07-03 07:02:47,2022-07-03 07:03:03,IP Address,180.171.187.189,4,15,False,2022-07-10 07:03:10,R_1QlsA166CZoVufi,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 07:03:12,2022-07-03 07:03:24,IP Address,114.240.247.217,3,11,False,2022-07-10 07:03:26,R_3D0ICz4i2z5cNuM,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 07:03:50,2022-07-03 07:03:53,IP Address,123.120.164.3,1,2,False,2022-07-10 07:03:54,R_3CJfgP2IG3QSmnG,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 07:03:58,2022-07-03 07:04:07,IP Address,223.72.87.160,3,8,False,2022-07-10 07:04:07,R_21t6Qrr0BtfzDmh,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 07:04:08,2022-07-03 07:04:21,IP Address,223.72.88.207,4,13,False,2022-07-10 07:04:23,R_1LLMcOfL1nNAEMM,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 07:03:18,2022-07-03 07:04:54,IP Address,120.245.92.55,39,95,False,2022-07-10 07:04:56,R_3IXYsmoETPkVsNh,,,,,,,anonymous,ZH-S,花园,有,,,,,,他,,,他,,,,,,,,,,,,他,,,,,,,,她,,,,,,,,幸福,,,时间,所有,这,有,,,,,着,,,,梅花,水果,也,,北,,,,,,,,,,
2022-07-03 07:05:34,2022-07-03 07:05:47,IP Address,120.245.68.176,1,12,False,2022-07-10 07:05:50,R_297c4a7CWOAOVD2,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 07:05:18,2022-07-03 07:07:09,IP Address,120.244.142.87,33,110,False,2022-07-10 07:07:16,R_2uOK1PmHmnQHNJG,,,,,,,anonymous,ZH-S,花园,有,,她,,,,,,,,,,,,,,,,,,,,,,他,,,,,,,,,,他,,,,,,时间,所有,这,,,,,,,写真,光,,,,也,七,北,,,是,,,,,,,
2022-07-03 07:05:34,2022-07-03 07:07:25,IP Address,111.31.102.230,57,111,False,2022-07-10 07:07:26,R_2q9Lk2Bjmq0D2c1,,,,,,,anonymous,ZH-S,花园,有,,,,,,他,,,他,,,,,,,他,,,,,,,她,,,,她,他,,,,,,,,他,幸福,排队,,,,这,有,香味,大约,,三,着,写生,光,,梅花,水果,,七,北,,,,,,,,,,
2022-07-03 07:05:20,2022-07-03 07:07:55,IP Address,221.218.175.236,4,154,False,2022-07-10 07:07:57,R_1o5ctEGQlVh07cJ,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 07:09:32,2022-07-03 07:09:42,IP Address,123.112.188.115,4,9,False,2022-07-10 07:09:43,R_12ccthlsMS5hrqJ,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 07:08:51,2022-07-03 07:09:52,IP Address,27.26.10.184,24,60,False,2022-07-10 07:09:53,R_3h6Lm51ilsJgSM2,,,,,,,anonymous,ZH-S,花園,有,,,她,,,,,,,,,,,她,,,,,,,,,,,,,,,,,,,,,,,,,,,,這,,,,,三,,,,,梅花,,,,,,,,,,,,,,
2022-07-03 07:09:47,2022-07-03 07:10:13,IP Address,222.131.243.203,6,26,False,2022-07-10 07:10:19,R_2SxFpwMFvnnesNT,,,,,,,anonymous,ZH-S,hua yuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 07:09:38,2022-07-03 07:13:07,IP Address,223.70.251.102,89,209,False,2022-07-10 07:13:17,R_1pSfyZdicFSx0oU,,,,,,,anonymous,ZH-S,花园,有,,,,他,,,他,,,他,,,,,他,他,,,,,他,,她,,他,,,,她,,,,他,,她,,幸福,排队,认同,时间,所有,这,有,,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,,,,,,
2022-07-03 07:13:19,2022-07-03 07:16:39,IP Address,223.104.250.37,67,200,False,2022-07-10 07:16:39,R_1n943Q73TmFzqxj,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,她,,,,他,他,,,,,他,,,他,他,,,,,,他,,,,,,他,,,幸福,,认同,,所有,这,有,,,天气,,着,写生,,许多,梅花,水果,也,,北,少年,红,似,,,,,,,
2022-07-03 07:15:12,2022-07-03 07:17:13,IP Address,223.104.38.126,54,121,False,2022-07-10 07:17:14,R_3h0JCukQYMdmXLI,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,,,,她,,,,他,,,,他,,,,,,,,她,,她,,,她,,,她,,幸福,,,,,,有,,,天气,三,着,,光,许多,梅花,,也,七,北,,红,,,,,,,,
2022-07-03 07:22:55,2022-07-03 07:25:10,IP Address,124.64.124.238,76,134,False,2022-07-10 07:25:11,R_20UyzftSihwBmtK,,,,,,,anonymous,ZH-S,花园,有,,她,,,她,,,她,,他,,,,她,,他,,,,她,,他,,,,她,,,她,,他,,,,,,幸福,排队,,,所有,这,有,香味,大约,天气,,,写生,,许多,,,也,七,北,少年,红,,儿童,,,,,,
2022-07-03 07:25:03,2022-07-03 07:27:05,IP Address,120.245.98.26,40,121,False,2022-07-10 07:27:11,R_yOVTAuRF92vXkn7,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,她,,,,她,,,,,她,,他,,,,,,,,,,,,,,,,,,,,认同,,,,,,,天气,三,着,,,许多,梅花,,也,,,,,是,儿童,,,,,,
2022-07-03 07:27:00,2022-07-03 07:31:17,IP Address,120.245.68.125,90,256,False,2022-07-10 07:31:25,R_21dM2zRcL0LglLf,,,,,,,anonymous,ZH-S,花园,有,,,他,,,他,,,在,他,,,,,他,,她,,,,他,,,他,他,,,他,,,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,,许多,梅花,水果,也,七,北,少年,红,视,儿童,,,,,,
2022-07-03 07:31:27,2022-07-03 07:31:35,IP Address,114.246.34.22,1,7,False,2022-07-10 07:31:36,R_2ZOaQdkq7aAST4W,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 07:30:22,2022-07-03 07:31:36,IP Address,223.72.88.178,19,73,False,2022-07-10 07:31:38,R_z8xRT4WiBuH3Bwl,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,她,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,排队,认同,,,,,,,天气,,,,,,,,,,,,,,,,,,,,
2022-07-03 08:02:09,2022-07-03 08:03:39,IP Address,183.242.14.251,36,90,False,2022-07-10 08:03:42,R_1iapk8b9sryVtTq,,,,,,,anonymous,ZH-S,花园,有,,,,,,他,,,,,她,,,,,,她,,,,,,她,,,,,,,他,,,,,,,,,,,,,,,大约,,,,写生,,,梅花,,也,,,,红,,,,,,,,
2022-07-03 08:06:34,2022-07-03 08:09:46,IP Address,223.104.39.79,49,192,False,2022-07-10 08:09:49,R_2tlYX8LeDBMQhrY,,,,,,,anonymous,ZH-S,花园,有,,,,他,,,,她,,,,,,,,,,他,,,,,,,他,,,,,,他,,,,,,,,认同,,所有,,,香味,大约,,三,着,写生,,,梅花,水果,也,,,少年,红,,,,,,,,
2022-07-03 08:12:23,2022-07-03 08:16:48,IP Address,111.192.133.158,74,264,False,2022-07-10 08:16:50,R_2ty9X9WiG1HWbjg,,,,,,,anonymous,ZH-S,花园,有,,,,,,,他,,,,,,,,,他,,,他,,,,,她或他,,,她或他,他,,,,,他或她,,,他或她,幸福,排队,认同,,所有,这,有,香味,大约,天气,三,着,写生,,许多,梅花,水果,也,七,北,少年,红,,儿童,,,,,,
2022-07-03 08:30:43,2022-07-03 08:30:54,IP Address,111.197.155.213,4,10,False,2022-07-10 08:30:55,R_1nNsY8E9MKT1AfM,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 08:34:46,2022-07-03 08:35:12,IP Address,123.120.31.55,6,25,False,2022-07-10 08:35:19,R_3frU75UrXWYYsE6,,,,,,,anonymous,ZH-S,花园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 08:38:43,2022-07-03 08:41:23,IP Address,120.244.12.124,65,159,False,2022-07-10 08:41:27,R_2rSmr6UFQ2nocWR,,,,,,,anonymous,ZH-S,花园,有,他,,,,她,,,,,,她,,,她,,,,他,,,,,她,,,,,他,,,,,他,,,,,排队,认同,时间,,,有,香味,大约,天气,三,,,光,,梅花,,,七,北,少年,,是,儿童,,,,,,
2022-07-03 08:50:22,2022-07-03 08:56:22,IP Address,221.222.153.200,99,359,False,2022-07-10 08:56:23,R_3iIRwYouiJJdCvw,,,,,,,anonymous,ZH-S,花园,有,,她,,,她,,他,,,他,,,他,,,,,他,,她,,,,他,,她,,,,他,他,,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文，英语,高中阶段,,高中三年级,
2022-07-03 09:23:35,2022-07-03 09:23:46,IP Address,125.33.228.253,4,10,False,2022-07-10 09:23:50,R_rolyFUlfibqTT8J,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 09:24:09,2022-07-03 09:27:28,IP Address,39.144.95.150,4,199,False,2022-07-10 09:27:35,R_3PN6NLyUs1ScH6L,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 09:34:05,2022-07-03 09:34:26,IP Address,115.171.90.147,4,21,False,2022-07-10 09:34:27,R_PHZEXeK2rZGwbHH,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
